cs	cs		c	cs	cs	cs	cs	cs	cs	cs	c	cs	cs	cs	cs	cs	cs	cs	cs	c	c	c	c	c	cs	cs	cs	c	cs	cs	cs	cs	cs	cs							
240004	狂欢派对-酒馆13级		恭喜您的酒馆等级提升至13级，邀请好友一起狂欢！	9	1	2	32	1002|500|10|2|86400			狂欢派对-酒馆13级			3						DK_AllianceRedPacket_icon_Goblet01			DK_Bg_CM_Item3					9998													
240005	狂欢派对-酒馆15级		恭喜您的酒馆等级提升至15级，邀请好友一起狂欢！	9	1	2	32	1002|1000|10|2|86400			狂欢派对-酒馆15级			3						DK_AllianceRedPacket_icon_Goblet01			DK_Bg_CM_Item3					9998													
240006	狂欢派对-酒馆17级		恭喜您的酒馆等级提升至17级，邀请好友一起狂欢！	9	1	2	32	1002|1000|10|2|86400			狂欢派对-酒馆17级			3						DK_AllianceRedPacket_icon_Goblet01			DK_Bg_CM_Item3					9998													
240007	狂欢派对-酒馆18级		恭喜您的酒馆等级提升至18级，邀请好友一起狂欢！	9	1	2	32	1002|1000|10|2|86400			狂欢派对-酒馆18级			3						DK_AllianceRedPacket_icon_Goblet01			DK_Bg_CM_Item3					9998													
240008	狂欢派对-酒馆20级		恭喜您的酒馆等级提升至20级，邀请好友一起狂欢！	9	1	2	32	1002|1000|10|2|86400			狂欢派对-酒馆20级			3						DK_AllianceRedPacket_icon_Goblet01			DK_Bg_CM_Item3					9998													
240009	狂欢派对-酒馆25级		恭喜您的酒馆等级提升至25级，邀请好友一起狂欢！	9	1	2	32	1002|2000|10|2|86400			狂欢派对-酒馆25级			3						DK_AllianceRedPacket_icon_Goblet02			DK_Bg_CM_Item3					9998													
240010	狂欢派对-酒馆30级		恭喜您的酒馆等级提升至30级，邀请好友一起狂欢！	9	1	2	32	1002|2000|10|2|86400			狂欢派对-酒馆30级			3						DK_AllianceRedPacket_icon_Goblet02			DK_Bg_CM_Item3					9998													
240011	狂欢派对-酒馆35级		恭喜您的酒馆等级提升至35级，邀请好友一起狂欢！	9	1	2	32	1002|2000|10|2|86400			狂欢派对-酒馆35级			3						DK_AllianceRedPacket_icon_Goblet02			DK_Bg_CM_Item3					9998													
240012	挑战红包-击败20关		恭喜您挑战通关至20关，邀请好友一起狂欢！	9	1	2	32	1002|1000|10|2|86400			挑战红包-击败20关			3						DK_AllianceRedPacket_icon_Goblet01			DK_Bg_CM_Item3					9998													
240013	挑战红包-击败30关		恭喜您挑战通关至30关，邀请好友一起狂欢！	9	2	2	32	1002|2000|10|2|86400			挑战红包-击败30关			3						DK_AllianceRedPacket_icon_Goblet02			DK_Bg_CM_Item3					9998													
240014	最佳酒馆阶段排行榜红包		恭喜您荣登最佳酒馆阶段排行榜，邀请好友一起狂欢！	9	1	2	32	1002|5000|20|2|86400			最佳酒馆阶段排行榜红包			4						DK_AllianceRedPacket_icon_Goblet01			DK_Bg_CM_Item4					9998													
240015	最佳酒馆第一名红包		恭喜您荣获最佳酒馆第一名，邀请好友一起狂欢！	9	2	2	32	1002|10000|30|2|86400			最佳酒馆第一名红包			4						DK_AllianceRedPacket_icon_Goblet02			DK_Bg_CM_Item4					9998													
240016	最佳酒馆第二名红包		恭喜您荣获最佳酒馆第二名，邀请好友一起狂欢！	9	2	2	32	1002|8000|20|2|86400			最佳酒馆第二名红包			4						DK_AllianceRedPacket_icon_Goblet02			DK_Bg_CM_Item4					9998													
240017	最佳酒馆第三名红包		恭喜您荣获最佳酒馆第三名，邀请好友一起狂欢！	9	2	2	32	1002|6000|20|2|86400			最佳酒馆第三名红包			4						DK_AllianceRedPacket_icon_Goblet02			DK_Bg_CM_Item4					9998													
240018	女仆嘉奖红包		恭喜您获得女仆嘉奖，邀请好友一起狂欢！	9	2	2	32	1002|1000|10|2|86400			女仆嘉奖红包			3						DK_AllianceRedPacket_icon_Goblet01			DK_Bg_CM_Item4					9998													
240019	女仆嘉奖排行榜红包		恭喜您荣登女仆嘉奖排行榜，邀请好友一起狂欢！	9	2	2	32	1002|5000|20|2|86400			女仆嘉奖排行榜红包			4						DK_AllianceRedPacket_icon_Goblet02			DK_Bg_CM_Item4					9998													
240020	女仆嘉奖排行榜红包		恭喜您荣登女仆嘉奖排行榜，邀请好友一起狂欢！	9	2	2	32	1002|3000|20|2|86400			女仆嘉奖排行榜红包			4						DK_AllianceRedPacket_icon_Goblet02			DK_Bg_CM_Item4					9998													
240021	女仆嘉奖排行榜红包		恭喜您荣登女仆嘉奖排行榜，邀请好友一起狂欢！	9	2	2	32	1002|2000|20|2|86400			女仆嘉奖排行榜红包			4						DK_AllianceRedPacket_icon_Goblet02			DK_Bg_CM_Item4					9998													
240022	女仆嘉奖排行榜红包		恭喜您荣登女仆嘉奖排行榜，邀请好友一起狂欢！	9	2	2	32	1002|500|10|2|86400			女仆嘉奖排行榜红包			4						DK_AllianceRedPacket_icon_Goblet02			DK_Bg_CM_Item4					9998													
240023	船长豪礼		购买后可发放25000钻石到公会频道，与盟友同庆这一刻！	9	2	2	32	1002|25000|20|2|86400			船长豪礼			5						DK_AllianceRedPacket_icon_Goblet03			DK_Bg_CM_Item4					9998													
240024	船长豪礼		购买后可发放50000钻石到公会频道，与盟友同庆这一刻！	9	2	2	32	1002|50000|30|2|86400			船长豪礼			5						DK_AllianceRedPacket_icon_Goblet03			DK_Bg_CM_Item4					9998													
1145	缚星金冕		以纯金铸造、缀满璀璨蓝钻的华美冠冕，是献予海妖阿斯忒里亚的「至高荣耀」——她欣然加冕，却不知每一颗宝石都是封印神性的枷锁，每一道纹路都是禁锢自由的咒印。当冠冕落下，高傲的海妖便永困于这场以荣耀为名的骗局，沦为供您驱使的绝对奴仆！获取后可解锁传奇海妖-阿斯忒里亚	9		1	30	40011003	1											DK_icon_item_SirenUnlock2			DK_Bg_CM_Item4					9999							50000						
220003	碎片-阿斯忒里亚		用于提升海妖-阿斯忒里亚技能等级的信物	1		0			1	100352										DK_Img_Siren_Token_40011003			DK_Bg_CM_Item4					99999													
1146	世界杯冠军抽奖券		用于世界杯冠军抽奖的专属奖券。集齐奖券即可参与冠军开箱，赢取限定外显与丰厚奖励。	1		0			1	100402										DK_WC_TicketIcon			DK_Bg_CM_Item4					9999							500						
15420	阿尔及利亚加油（表情）	世界杯	使用后可获得聊天表情-阿尔及利亚加油	9		1	24	300												DK_icon_global_WC_ALG			DK_Bg_CM_Item4					9999													
15421	阿根廷加油（表情）	世界杯	使用后可获得聊天表情-阿根廷加油	9		1	24	301												DK_icon_global_WC_ARG			DK_Bg_CM_Item4					9999													
15422	澳大利亚加油（表情）	世界杯	使用后可获得聊天表情-澳大利亚加油	9		1	24	302												DK_icon_global_WC_AUS			DK_Bg_CM_Item4					9999													
15423	奥地利加油（表情）	世界杯	使用后可获得聊天表情-奥地利加油	9		1	24	303												DK_icon_global_WC_AUT			DK_Bg_CM_Item4					9999													
15424	比利时加油（表情）	世界杯	使用后可获得聊天表情-比利时加油	9		1	24	304												DK_icon_global_WC_BEL			DK_Bg_CM_Item4					9999													
15425	波黑加油（表情）	世界杯	使用后可获得聊天表情-波黑加油	9		1	24	305												DK_icon_global_WC_BIH			DK_Bg_CM_Item4					9999													
15426	巴西加油（表情）	世界杯	使用后可获得聊天表情-巴西加油	9		1	24	306												DK_icon_global_WC_BRA			DK_Bg_CM_Item4					9999													
15427	加拿大加油（表情）	世界杯	使用后可获得聊天表情-加拿大加油	9		1	24	307												DK_icon_global_WC_CAN			DK_Bg_CM_Item4					9999													
15428	科特迪瓦加油（表情）	世界杯	使用后可获得聊天表情-科特迪瓦加油	9		1	24	308												DK_icon_global_WC_CIV			DK_Bg_CM_Item4					9999													
15429	刚果民主共和国加油（表情）	世界杯	使用后可获得聊天表情-刚果民主共和国加油	9		1	24	309												DK_icon_global_WC_COD			DK_Bg_CM_Item4					9999													
15430	哥伦比亚加油（表情）	世界杯	使用后可获得聊天表情-哥伦比亚加油	9		1	24	310												DK_icon_global_WC_COL			DK_Bg_CM_Item4					9999													
15431	佛得角加油（表情）	世界杯	使用后可获得聊天表情-佛得角加油	9		1	24	311												DK_icon_global_WC_CPV			DK_Bg_CM_Item4					9999													
15432	克罗地亚加油（表情）	世界杯	使用后可获得聊天表情-克罗地亚加油	9		1	24	312												DK_icon_global_WC_CRO			DK_Bg_CM_Item4					9999													
15433	库拉索加油（表情）	世界杯	使用后可获得聊天表情-库拉索加油	9		1	24	313												DK_icon_global_WC_CUW			DK_Bg_CM_Item4					9999													
15434	捷克加油（表情）	世界杯	使用后可获得聊天表情-捷克加油	9		1	24	314												DK_icon_global_WC_CZE			DK_Bg_CM_Item4					9999													
15435	厄瓜多尔加油（表情）	世界杯	使用后可获得聊天表情-厄瓜多尔加油	9		1	24	315												DK_icon_global_WC_ECU			DK_Bg_CM_Item4					9999													
15436	埃及加油（表情）	世界杯	使用后可获得聊天表情-埃及加油	9		1	24	316												DK_icon_global_WC_EGY			DK_Bg_CM_Item4					9999													
15437	英格兰加油（表情）	世界杯	使用后可获得聊天表情-英格兰加油	9		1	24	317												DK_icon_global_WC_ENG			DK_Bg_CM_Item4					9999													
15438	西班牙加油（表情）	世界杯	使用后可获得聊天表情-西班牙加油	9		1	24	318												DK_icon_global_WC_ESP			DK_Bg_CM_Item4					9999													
15439	法国加油（表情）	世界杯	使用后可获得聊天表情-法国加油	9		1	24	319												DK_icon_global_WC_FRA			DK_Bg_CM_Item4					9999													
15440	德国加油（表情）	世界杯	使用后可获得聊天表情-德国加油	9		1	24	320												DK_icon_global_WC_GER			DK_Bg_CM_Item4					9999													
15441	加纳加油（表情）	世界杯	使用后可获得聊天表情-加纳加油	9		1	24	321												DK_icon_global_WC_GHA			DK_Bg_CM_Item4					9999													
15442	海地加油（表情）	世界杯	使用后可获得聊天表情-海地加油	9		1	24	322												DK_icon_global_WC_HAI			DK_Bg_CM_Item4					9999													
15443	伊朗加油（表情）	世界杯	使用后可获得聊天表情-伊朗加油	9		1	24	323												DK_icon_global_WC_IRN			DK_Bg_CM_Item4					9999													
15444	伊拉克加油（表情）	世界杯	使用后可获得聊天表情-伊拉克加油	9		1	24	324												DK_icon_global_WC_IRQ			DK_Bg_CM_Item4					9999													
15445	约旦加油（表情）	世界杯	使用后可获得聊天表情-约旦加油	9		1	24	325												DK_icon_global_WC_JOR			DK_Bg_CM_Item4					9999													
15446	日本加油（表情）	世界杯	使用后可获得聊天表情-日本加油	9		1	24	326												DK_icon_global_WC_JPN			DK_Bg_CM_Item4					9999													
15447	韩国加油（表情）	世界杯	使用后可获得聊天表情-韩国加油	9		1	24	327												DK_icon_global_WC_KOR			DK_Bg_CM_Item4					9999													
15448	沙特阿拉伯加油（表情）	世界杯	使用后可获得聊天表情-沙特阿拉伯加油	9		1	24	328												DK_icon_global_WC_KSA			DK_Bg_CM_Item4					9999													
15449	摩洛哥加油（表情）	世界杯	使用后可获得聊天表情-摩洛哥加油	9		1	24	329												DK_icon_global_WC_MAR			DK_Bg_CM_Item4					9999													
15450	墨西哥加油（表情）	世界杯	使用后可获得聊天表情-墨西哥加油	9		1	24	330												DK_icon_global_WC_MEX			DK_Bg_CM_Item4					9999													
15451	荷兰加油（表情）	世界杯	使用后可获得聊天表情-荷兰加油	9		1	24	331												DK_icon_global_WC_NED			DK_Bg_CM_Item4					9999													
15452	挪威加油（表情）	世界杯	使用后可获得聊天表情-挪威加油	9		1	24	332												DK_icon_global_WC_NOR			DK_Bg_CM_Item4					9999													
15453	新西兰加油（表情）	世界杯	使用后可获得聊天表情-新西兰加油	9		1	24	333												DK_icon_global_WC_NZL			DK_Bg_CM_Item4					9999													
15454	巴拿马加油（表情）	世界杯	使用后可获得聊天表情-巴拿马加油	9		1	24	334												DK_icon_global_WC_PAN			DK_Bg_CM_Item4					9999													
15455	巴拉圭加油（表情）	世界杯	使用后可获得聊天表情-巴拉圭加油	9		1	24	335												DK_icon_global_WC_PAR			DK_Bg_CM_Item4					9999													
15456	葡萄牙加油（表情）	世界杯	使用后可获得聊天表情-葡萄牙加油	9		1	24	336												DK_icon_global_WC_POR			DK_Bg_CM_Item4					9999													
15457	卡塔尔加油（表情）	世界杯	使用后可获得聊天表情-卡塔尔加油	9		1	24	337												DK_icon_global_WC_QAT			DK_Bg_CM_Item4					9999													
15458	南非加油（表情）	世界杯	使用后可获得聊天表情-南非加油	9		1	24	338												DK_icon_global_WC_RSA			DK_Bg_CM_Item4					9999													
15459	苏格兰加油（表情）	世界杯	使用后可获得聊天表情-苏格兰加油	9		1	24	339												DK_icon_global_WC_SCO			DK_Bg_CM_Item4					9999													
15460	塞内加尔加油（表情）	世界杯	使用后可获得聊天表情-塞内加尔加油	9		1	24	340												DK_icon_global_WC_SEN			DK_Bg_CM_Item4					9999													
15461	瑞士加油（表情）	世界杯	使用后可获得聊天表情-瑞士加油	9		1	24	341												DK_icon_global_WC_SUI			DK_Bg_CM_Item4					9999													
15462	瑞典加油（表情）	世界杯	使用后可获得聊天表情-瑞典加油	9		1	24	342												DK_icon_global_WC_SWE			DK_Bg_CM_Item4					9999													
15463	突尼斯加油（表情）	世界杯	使用后可获得聊天表情-突尼斯加油	9		1	24	343												DK_icon_global_WC_TUN			DK_Bg_CM_Item4					9999													
15464	土耳其加油（表情）	世界杯	使用后可获得聊天表情-土耳其加油	9		1	24	344												DK_icon_global_WC_TUR			DK_Bg_CM_Item4					9999													
15465	乌拉圭加油（表情）	世界杯	使用后可获得聊天表情-乌拉圭加油	9		1	24	345												DK_icon_global_WC_URU			DK_Bg_CM_Item4					9999													
15466	美国加油（表情）	世界杯	使用后可获得聊天表情-美国加油	9		1	24	346												DK_icon_global_WC_USA			DK_Bg_CM_Item4					9999													
